,full_text,full_text_eng,classification,classification naive bayes
752,cirebon ketua bawaslu kota cirebon devi siti sihatul afiah spdi mpd hadir giat rapat koordinasi awas logistik milu 2024 selasa 3012024 giat langsung kantor panwaslu camat lemahwungkuk sebut sarana penysampaiaian,Cirebon Chairperson of Cirebon City Bawaslu Devi Siti Sihatul Afiah Afiah SPdi MPd attended the Coordination Meeting of Logistics Milu 2024 Tuesday 3012024 Direct Panwaslu Office of Lemahwungkung Sub District ,Positif,Positif
753,netralitas selenggara milu 2024,neutrality of the miles of 2024 ,Netral,Positif
754,ini tuju wujud milu bersih damai martabat pasti netralitas asn jalan tugas tanggal 14 februari 2024 datang,This is aimed at the form of a clean mile of peaceful dignity the neutrality of the ASN is the work on February 14 2024 ,Positif,Positif
755,materi dissampaiaikan cakup data pilih milu 2024 lapasrutan dasar data sdp mekanisamae laksana milu 2024 lapasrutan hingga pemutidakhiran data daftar pilih tetap aktual daftar pilih tambah dapatb,MATERIALS DISPLIED DATA DATA CROPS select MILU 2024 LAPASRUTAN BASIC DATA SDP MECHANISTHE LAKSANA MILU 2024 LAPASRUTAN to Update Data Updates The list of selects remains actual list select ,Netral,Positif
756,ikut trend jadi selenggara milu serentidak 2024,Translatedsrcms desten textFollow the trend of becoming a Milu Maintenance at least 2024 ,Positif,Positif
757,melanjuntukan giat sosialisasi teknis masyarakat pemutidakhiran data pilih mekanisamae laksana milu 2024 lapasrutan gelar aula soepomo selasa 30 januari 2024,continued the active socialization of the technical socialization of the Data Update Data Select Mechanics like MILU 2024 Lapasutan Hall Soepomo Hall Tuesday 30 January 2024 ,Negatif,Positif
758,kemenkumham sumatera utara lanjuntukan sosialisasi teknis milu 2024 lapasrutan,Kemenkumham North Sumatra Lanj for the Technical Socialization of Milu 2024 Lapasrutan ,Netral,Positif
759,panggil seluruh rakyat indonesia tandatangani sebarluaskan petisi lewat ikut deret janggal bagi bansos tahun milu 2024 utas singkat,Call all Indonesian people to sign the spread of the petition through joining the odd sequence for the Social Assistance Year 2024 Brief Effort ,Negatif,Positif
760,anggota kpps pecat usai acung kode 2 jari apa kode etik kpps milu 2024 yang boleh laku,KPPS Members Fire After Fish Code 2 Finger What is the Code of Ethics KPPS MILU 2024 that may sell ,Netral,Positif
761,ganjar pranowomahfud md calon pimpin tepat indonesia menciptidakan suasana pimpin penuh semangat inklusif,Ganjar Pranowomahfud MD Prospective Leads of Indonesia Created the atmosphere of Leaders full of inclusive enthusiasm ,Positif,Positif
762,beda pilih tetap saudara ciptidakan kamtibmas kondusif milu 2024 langsung aman sejuk damai id,Different Choose but the Ciptidakan Kamtibmas conducive MILU 2024 is immediately safe Cool peaceful ID ,Positif,Positif
763,kata siapa pimpin harta cukup bakal korupsi harta lebih korupsi gilagilaan baru korupsi alutsista masuk korupsi food estate tambang lain,Who said who leads the property to be sufficient for corruption in the more corruption of the new corruption corruption in the corruption of other mining food estate corruption ,Positif,Positif
764,ssampailing cuman 1200 respondenorang jumlah milu 2024 kurang lebih 204jt mana buat acu dasar paslon survei tidakut sujud syukur ne,SSAMPAILING Only 1200 Respondents Number of MILU 2024 Approximately 204 million where for the basic basic survey pair of prostration of gratitude ne ,Negatif,Positif
765,betul orba tumbang belum milu 2024,true ORBA TUMBANG NOT MILU 2024 ,Positif,Positif
766,anggota kpps denda hingga rp18 juta laku simak atur tugas kpps milu 2024,KPPS Members Fine up to Rp 18 million Listen to the task of KPPS MILU 2024 ,Positif,Positif
767,selenggara milu kerja maksimal milu 2024 sesuai prinsip langsung umum bebas rahasia jujur adil,CONCERNING MALU WORKING MAXIMUM MILU 2024 In accordance with the Direct Principles of General Free Secrets Honest Secrets Fair ,Positif,Positif
768,anda teliti rekam jejak politis akan pilih milu 2024,You examine the political track record will select Milu 2024 ,Netral,Positif
769,anda milik pilih politik milu 2024,YOU OUTSO SELECT MILU 2024 POLITICAL ,Netral,Positif
770,sosialisasi sama ibu2 jamiyah yasinan kenal 5 surat suara milu 14 februari 2024,Socialization with Mother Jamiyah Yasinan Know 5 MILU ballots 14 February 2024 ,Netral,Positif
771,anggota kpps wajib tahu 13 prinsip kode etik badan adhoc selenggara milu 2024,KPPS members are required to know 13 Principles of the Code of Ethics of the Adhoc Agency Selemptoms of MILU 2024 ,Netral,Positif
772,giat gotongroyong bersih bersih tempat ibadah rangka ksampaianye milu damai 2024 beda pilih tetap jaga satu ciptidakan banten aman,active mutual cooperation clean clean places of worship in the framework of the gift of miles of peace ,Positif,Positif
773,janganyang sok superior nyata donatur ksampaius masih ngejardosen bimbing,Dont pretend to be superior to the real donors to the same time ,Positif,Positif
774,kakesdam xivhsn wakil pangdam hadir rakor kesiapsiagaan bidang sehat milu pilkada serentidak tahun 2024,Kakesdam XIVHSN Deputy Military Commander Present Preparedness Coordination Meeting of Healthy Field of Serendak Election in 2024 ,Positif,Positif
775,calon pimpin tepat indonesia ganjar pranowomahfud md jadi inspirasi milenial ingin libat aktif bangun negara,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD is a millennial inspiration to want to be active in building the country ,Positif,Positif
776,purworejo sertu dogas babinsa koramil 01purworejo kodim 0708purworejo tengah bahas rukun ketenantiaman antar warga masa ksampaianye milu 2024 giat tempat rumah bapak surat supardi dukuh jambul 01 rw 01 desa brenggong selasa 300124,Purworejo Sertu Dogas Babinsa Koramil 01Purworejo Kodim 0708Purworejo is discussing the Pillars of Kemenanantibangan Yelasanye Milu 2024 Enterprises where the house is Supardi Dukuh Jambul 01 RW 01 Brenggong Village Tuesday 300124 ,Netral,Positif
777,cirebon anggota bawaslu kota cirebon mohamad joharudin spd mpd hadir giat bina aparatur awas milu camat kejaksan pilih umum serentidak tahun 2024 selasa 3012024 giat sebut sarana penysampaiaian informasi,Cirebon Member of Cirebon City Election Supervisory Body Mohamad Joharudin SPd MPd was present actively Bina Awas Awas Milu Sub District Head of Prosecutors Head of General Sendak Non 2024 Tuesday 3012024 Enterprising Mention Means of Information Expansion ,Negatif,Positif
778,kerja dua pasang buat banyak warga beri dukung penuh milu 2024 datang mersetujut02 jauh lawan,two pairs of work for many residents give full support of miles 2024 coming messetujut02 far opponents ,Positif,Positif
779,laksana milu 2024 aman damai sukses selenggara milu 2024 integritas maju bangsa indonesia,Like MILU 2024 Safe Peaceful Success in Milu Milo 2024 Integrity of the Advances of the Indonesian Nation ,Positif,Positif
780,paham regulasi atur laku sigap laksana bijak pimpin kerjasama koordinasi ppk sama pps harus laku baik semua tahap milu 2024 jalan lancar sukses ikkehupmaskpu buleleng,Understanding Regulation Set Solid Laksan Laksana Wisely Leading Coordination Coordination Coordination with PPS must sell well all stages of MILU 2024 Roads Current Successful IKKEHUPMPU Buleleng ,Positif,Positif
781,segera isi ingat tahap milu 2024 jalan sudah dekat hari mungut suara 14 februari 2024 lebih lanjut dudhi udiyana pesan seluruh paw pps lantik segera adaptasi kerja lingkung kerja cepat,Immediately fill in the MILU 2024 stage the road is near the day of voting on February 14 2024 further Dudhi Udiyana ordered the entire PAW PPS inaugurated the adaptation of the work environment ,Positif,Positif
782,lantik paw pps milu 2024 singaraja komisi pilih umum kpu kabupaten buleleng laksana lantik paw pps milu 2024 desa kayuputih camat sukasada desa alasangker camat buleleng desa bukti desa bila camat,Installing PAW PPS MILU 2024 Singaraja Commission Commission General KPU Buleleng Regency like Inauguration of PAW PPS MILU 2024 Kayuputih Village Sukasada Sub District Head Alasangker Village Buleleng Sub District ,Positif,Positif
783,konsumsi bimtek desa tropodo waru sidoarjo lengkap sampailopan 100rb,Consumption of Bimtek Village Tropodo Waru Sidoarjo Complete Sampailopan 100rb ,Positif,Positif
784,milenial mudamudi lihat ganjar pranowomahfud md calon pimpin tepat indonesia bawa semangat agam,Millennial Young Mudi See Ganjar Pranowo Mahfud MD Prospective Leader of Indonesia Bring Agams Spirit ,Positif,Positif
785,dsampaiak buruk marak bansos jelang milu 2024 masyarakat guna uang dapat bansos judi online mirip zaman pandemi uang bantu guna deposit binary option binomo oxtrade,The adverse effects of the bansos ahead of the 2024 Election of the people who can be able to be online gambling social gambling similar to the Pandemic Assistance for Binomo Oxtrade Binary Option Deposit ,Positif,Positif
786,paslon cawapres no urut 3 milu 2024 lupa kalau lahir orang ibu bukan batu orang profesor bicara itu prof prof gelar cuman tempel m4hfudga adahati,vice presidential candidate pair number 3 MILU 2024 forgot that the mother was born not the stone of the Professor Speaking was Prof Prof Title only paste M4hfudga Adahati ,Netral,Positif
787,itu segenap rakyat tapis milu tanggal 14 februari 2024 tentu pimpin masa depan indonesia cinta agusni ahwakil ketua kip aceh,That is all the people of Milu Tapis on February 14 2024 of course leads the future of Indonesia Love Agusni Ahwakil Chair of KIP Aceh ,Positif,Positif
788,kunjung rutan siak kadisdukcapil kabupaten siak pasti wbp guna hak pilih milu 2024,Siak Detention Center Kadisdukcapil Siak Regency WBP for the right to vote for MILU 2024 ,Positif,Positif
789,jelang pilih umum milu 2024 perintah rencana beri bantu langsung tunai blt masyarakat,ahead of selecting general miles 2024 Plan orders help help directly BLT Cash Cash ,Positif,Positif
790,kl jadi temu seblm milu 14 feb 2024 makna kandang banteng porak poranda badai bansos lempar handuk,kl so meeting seblm mile 14 Feb 2024 Meaning of a bulls cage in ruins ,Negatif,Positif
791,cirebon ketua bawaslu kota cirebon devi siti sihatul afiah spdi mpd hadir giat bina aparatur awas milu camat harjamukti selasa 3012024 giat sebut sarana penysampaiaian informasi tingkat kapasitas baik tingkat,Cirebon Chairperson of Cirebon City Bawaslu Devi Siti Sihatul Afiah Afiah SPdi MPd was present at the Bina Apparatus Awas Milu Harjamukti Sub District Head Tuesday 3012024 Enterprising Means of Capacity Excsitation Facilities Good Capacity Level ,Positif,Positif
792,jaga kamtibmas patroli rutin polsek babulu jaga aman nyaman masyarakat,Maintain Kamtibmas Routine Patrol Police Sector Babulu Jaga Safe Community Comfortable ,Positif,Positif
793,waspada hoaks jelang milu 2024,alert hoaks ahead of miles 2024 ,Netral,Positif
794,ayo hajar henti politisasi bansos milu 2024,Come on Hajar Stopping Politization of Milu Social Assistance 2024 ,Positif,Positif
795,kuat note minggu tepat 14 februari 2024 masyarakat indonesia raya pesta demokrasi mulai kontestasi pilpres pileg susul pilkada,Strong Note Week Exactly 14 February 2024 Indonesian Society of Democracy Parties Starting the contestation of the Pilkada Pileg Election Election ,Positif,Positif
796,paslon cawapres no urut 3 milu 2024 m4hfudtidak punyahati lupa kalau lahir orang ibu bukan batu orang profesor bicara itu prof prof gelar cuman tempel,vice presidential candidate pair number 3 mile 2024 m4hfudtidak nohayahati forgot that the mother was born not the stone of the professor of talk ,Netral,Positif
797,kpu sulteng minta media massa imbang kait berita milu milu 2024,Central Sulawesi KPU asks Mass Media to Break Milu Milu 2024 News ,Netral,Positif
798,makin panas milu 2024 curang sangat masif laku presiden cawe dsampaiak awal milu 2014 2 periode kuat rezim boneka jajah china indonesia sejak lengser soeharto pro usa wakanda di kuasa komunis rrc kolaborasi oligarki,The more hot miles 2024 cheats very massive to sell president cawe with the beginning of the 2014 miles 2 strong period of the Indonesian Chinese jajah dolls since the Snapper Soeharto Pro USA Wakanda in the Communist Authority of the Oligark ,Positif,Positif
799,anggota bawaslu kabupaten sawar mutholib oktiyas afriza sama staf laku awas langsung proses sortir epak logistik milu tahun 2024 gudang logistik kpu kabupaten sawar selasa 3001,Member of Sawar Regency Bawaslu Mutholib Oktiyas Afriza and Staff Laku Awas Direct Sorting Process Epak Logistics Milu in 2024 Sawar Regency KPU Logistics Warehouse Tuesday 3001 ,Positif,Positif
800,kl temen2 ken tau lebih detail parpol isu2 penting caprescawapres milu 2024 cek,if you know more details the political parties important issues ,Positif,Positif
801,pedoman milu presiden 2024,GUIDELINES OF MILU PRESIDENT 2024 ,Netral,Positif
802,ganjar pranowomahfud md calon pimpin tepat indonesia paham aspirasi generasi muda komitmen wujud,Ganjar Pranowomahfud MD Candidates for the Right Indonesia Understanding the Aspirations of the Young Generation Commitment Function ,Positif,Positif
803,baru nyadar nyata 20142024 bangsa jebak trap intellectuality bayangin aja 2 kali milu kemaren cuma disodorin 2 nama model kayak gin membuang2 waktu 10 tahun cuma alat,just realized the real 20142024 nation trap intellectuality just imagine 2 times the mile yesterday only disodorin 2 names of models like gin waste 10 years only tools only tools ,Netral,Positif
804,netralitas profesional milu 2024,Professional Neutrality MILU 2024 ,Positif,Positif
805,jujur sangat sayang ksampaianye 02 gitu2 aja banding 01 03 dialog alias 2 arah jelas beda jauh milu 2024 bener2 nyiptain standar baru karna 2019 bahkan ga ada ksampaianye format diskusi afaik kalo liat 02 kayak udah tinggal jaman sorry to say,Honestly I am very dear to the giving up 02 just appeal 01 03 dialogue aka 2 directions clearly different its really different 2024 its really a new standard because in 2019 there isnt even a gap ,Positif,Positif
806,apel kece personil bko pam tapis tahun 2024 wilayah hukum polda metro jaya jakarta jelang milu 2024 polda metro jaya gelar apel kece personil bko pam tapis tempat lapang presisi dit lantas polda metro jaya selasa 300124 apel ecek,Apple Kece Personnel BKO PAM Tapis in 2024 Jakarta Metro Jaya Regional Police jurisdiction Ahead ,Netral,Positif
807,sambut 1 juta warga sulsel 2 pesawat tempur tni au sesat kait milu 2024 yang kesan tagarhashtag fakta prabowo hadir acara jalan sehat anti mager makassar sulawesi selatansulsel 6,Welcome 1 million residents of South Sulawesi 2 Air Force Fighter Aircraft Sesat Kait Milu 2024 who impressed Tagarhashtag Facts Prabowo attended the Makassar South Sulawesi Anti Mager Healthy Walking event 6 ,Positif,Positif
